aircraft,manoeuvre,method,fault,n_outputs,n_oracle,recall_at3,recall_at5,ap,inspect_before_first,top_is_affected,n_flagged,any_correct_flag,reduction
B747,throttle_step,iforest,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,0,False,1.0
B747,throttle_step,ks,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.7054446268187635,1,True,5,True,0.7727272727272727
B747,throttle_step,ks,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.7070920178892315,1,True,2,True,0.9090909090909091
B747,throttle_step,ks,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.7853262836234974,1,True,2,True,0.9090909090909091
B747,throttle_step,ks,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,0,False,1.0
B747,throttle_step,regression,clo_+0.1,22,13,0.23076923076923078,0.23076923076923078,0.6497848642585484,1,True,12,True,0.4545454545454546
B747,throttle_step,regression,cmalpha_x0.7,22,13,0.23076923076923078,0.3076923076923077,0.713246402720087,1,True,5,True,0.7727272727272727
B747,throttle_step,regression,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.9355644355644356,1,True,5,True,0.7727272727272727
B747,throttle_step,regression,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,1,True,0.9545454545454546
B747,throttle_step,sig_dynamic,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.8308579578316422,1,True,3,True,0.8636363636363636
B747,throttle_step,sig_dynamic,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.8789710289710292,1,True,4,True,0.8181818181818181
B747,throttle_step,sig_dynamic,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.8814612288296501,1,True,4,True,0.8181818181818181
B747,throttle_step,sig_dynamic,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,1,True,0.9545454545454546
B747,throttle_step,sig_static,clo_+0.1,22,13,0.23076923076923078,0.3076923076923077,0.7480782375519219,1,True,3,True,0.8636363636363636
B747,throttle_step,sig_static,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.7183099666071803,1,True,2,True,0.9090909090909091
B747,throttle_step,sig_static,cmq_x0.5,22,13,0.23076923076923078,0.23076923076923078,0.6209781317753454,1,True,1,True,0.9545454545454546
B747,throttle_step,sig_static,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,0,False,1.0
Boeing314,aileron_step,envelope,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.7538280433017276,1,True,11,True,0.5
Boeing314,aileron_step,envelope,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.6981010088982226,1,True,11,True,0.5
Boeing314,aileron_step,envelope,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.863966802428341,1,True,16,True,0.2727272727272727
Boeing314,aileron_step,envelope,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,1,True,0.9545454545454546
Boeing314,aileron_step,iforest,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.7572480425689523,1,True,22,True,0.0
Boeing314,aileron_step,iforest,cmalpha_x0.7,22,13,0.15384615384615385,0.23076923076923078,0.677096432978786,1,True,22,True,0.0
Boeing314,aileron_step,iforest,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.9282533256217467,1,True,0,False,1.0
Boeing314,aileron_step,iforest,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,0,False,1.0
Boeing314,aileron_step,ks,clo_+0.1,22,13,0.23076923076923078,0.23076923076923078,0.637845559219696,1,True,6,True,0.7272727272727273
