fault,aircraft,test_case,changed_exec_lines,executed,max_count,reach
B2_sensor_fail_stuck_f543d634,T37,aileron_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,aileron_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,aileron_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,aileron_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,aileron_step,3,3,8203,True
B_pqrdot_5ad2694c,T37,rudder_doublet,5,1,4085,True
B_piston_power_bcd3f980,T37,rudder_doublet,3,0,0,False
B_turbine_windmill_2db8e408,T37,rudder_doublet,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,rudder_doublet,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,rudder_doublet,1,1,17204,True
B2_wheel_spin_down_8a9fba1c,T37,rudder_doublet,4,4,12255,True
B2_sensor_fail_stuck_f543d634,T37,rudder_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,rudder_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,rudder_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,rudder_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,rudder_doublet,3,3,8195,True
B_pqrdot_5ad2694c,T37,bank_hold,5,1,5885,True
B_piston_power_bcd3f980,T37,bank_hold,3,0,0,False
B_turbine_windmill_2db8e408,T37,bank_hold,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,bank_hold,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,bank_hold,1,1,20804,True
B2_wheel_spin_down_8a9fba1c,T37,bank_hold,4,4,17655,True
B2_sensor_fail_stuck_f543d634,T37,bank_hold,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,bank_hold,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,bank_hold,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,bank_hold,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,bank_hold,3,3,11795,True
B_pqrdot_5ad2694c,T37,flap_extend,5,1,5277,True
B_piston_power_bcd3f980,T37,flap_extend,3,0,0,False
B_turbine_windmill_2db8e408,T37,flap_extend,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,flap_extend,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,flap_extend,1,1,19101,True
B2_wheel_spin_down_8a9fba1c,T37,flap_extend,4,4,15831,True
B2_sensor_fail_stuck_f543d634,T37,flap_extend,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,flap_extend,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,flap_extend,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,flap_extend,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,flap_extend,3,3,10579,True
B_pqrdot_5ad2694c,T37,engine_cut,5,1,5269,True
B_piston_power_bcd3f980,T37,engine_cut,3,0,0,False
B_turbine_windmill_2db8e408,T37,engine_cut,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,engine_cut,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,engine_cut,1,1,19085,True
B2_wheel_spin_down_8a9fba1c,T37,engine_cut,4,4,15807,True
B2_sensor_fail_stuck_f543d634,T37,engine_cut,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,engine_cut,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,engine_cut,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,engine_cut,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,engine_cut,3,3,10563,True
B_pqrdot_5ad2694c,T37,climbing_turn,5,1,5885,True
B_piston_power_bcd3f980,T37,climbing_turn,3,0,0,False
B_turbine_windmill_2db8e408,T37,climbing_turn,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,climbing_turn,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,climbing_turn,1,1,20804,True
B2_wheel_spin_down_8a9fba1c,T37,climbing_turn,4,4,17655,True
B2_sensor_fail_stuck_f543d634,T37,climbing_turn,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,climbing_turn,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,climbing_turn,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,climbing_turn,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,climbing_turn,3,3,11795,True
B_pqrdot_5ad2694c,T37,elev_doublet_distractor,5,1,5277,True
B_piston_power_bcd3f980,T37,elev_doublet_distractor,3,0,0,False
B_turbine_windmill_2db8e408,T37,elev_doublet_distractor,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,elev_doublet_distractor,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,elev_doublet_distractor,1,1,19101,True
B2_wheel_spin_down_8a9fba1c,T37,elev_doublet_distractor,4,4,15831,True
B2_sensor_fail_stuck_f543d634,T37,elev_doublet_distractor,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,elev_doublet_distractor,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,elev_doublet_distractor,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,elev_doublet_distractor,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,elev_doublet_distractor,3,3,10579,True
B_pqrdot_5ad2694c,T37,engine_restart,5,1,7695,True
B_piston_power_bcd3f980,T37,engine_restart,3,0,0,False
B_turbine_windmill_2db8e408,T37,engine_restart,2,2,2960,True
B2_turbine_throttle_init_c8af9244,T37,engine_restart,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,engine_restart,1,1,24424,True
B2_wheel_spin_down_8a9fba1c,T37,engine_restart,4,4,23085,True
B2_sensor_fail_stuck_f543d634,T37,engine_restart,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,engine_restart,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,engine_restart,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,engine_restart,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,engine_restart,3,3,15415,True
B_pqrdot_5ad2694c,T37,engine_stop,5,1,484,True
B_piston_power_bcd3f980,T37,engine_stop,3,0,0,False
B_turbine_windmill_2db8e408,T37,engine_stop,2,2,2,True
B2_turbine_throttle_init_c8af9244,T37,engine_stop,1,1,2,True
B2_turbine_thruster_inputs_20066483,T37,engine_stop,1,1,10002,True
B2_wheel_spin_down_8a9fba1c,T37,engine_stop,4,4,1452,True
B2_sensor_fail_stuck_f543d634,T37,engine_stop,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T37,engine_stop,5,0,0,False
B2_load_factor_sign_c3fa7d22,T37,engine_stop,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T37,engine_stop,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T37,engine_stop,3,3,993,True
B_pqrdot_5ad2694c,T38,cruise,5,1,7531,True
B_piston_power_bcd3f980,T38,cruise,3,0,0,False
B_turbine_windmill_2db8e408,T38,cruise,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,cruise,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,cruise,1,1,20681,True
B2_wheel_spin_down_8a9fba1c,T38,cruise,4,4,67779,True
B2_sensor_fail_stuck_f543d634,T38,cruise,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,cruise,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,cruise,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,cruise,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,cruise,3,3,15087,True
B_pqrdot_5ad2694c,T38,throttle_step,5,1,7531,True
B_piston_power_bcd3f980,T38,throttle_step,3,0,0,False
B_turbine_windmill_2db8e408,T38,throttle_step,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,throttle_step,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,throttle_step,1,1,20681,True
B2_wheel_spin_down_8a9fba1c,T38,throttle_step,4,4,67779,True
B2_sensor_fail_stuck_f543d634,T38,throttle_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,throttle_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,throttle_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,throttle_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,throttle_step,3,3,15087,True
B_pqrdot_5ad2694c,T38,elev_doublet,5,1,4027,True
B_piston_power_bcd3f980,T38,elev_doublet,3,0,0,False
B_turbine_windmill_2db8e408,T38,elev_doublet,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,elev_doublet,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,elev_doublet,1,1,15134,True
B2_wheel_spin_down_8a9fba1c,T38,elev_doublet,4,4,36243,True
B2_sensor_fail_stuck_f543d634,T38,elev_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,elev_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,elev_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,elev_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,elev_doublet,3,3,8079,True
B_pqrdot_5ad2694c,T38,elev_step,5,1,7531,True
B_piston_power_bcd3f980,T38,elev_step,3,0,0,False
B_turbine_windmill_2db8e408,T38,elev_step,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,elev_step,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,elev_step,1,1,20681,True
B2_wheel_spin_down_8a9fba1c,T38,elev_step,4,4,67779,True
B2_sensor_fail_stuck_f543d634,T38,elev_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,elev_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,elev_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,elev_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,elev_step,3,3,15087,True
B_pqrdot_5ad2694c,T38,aileron_step,5,1,3931,True
B_piston_power_bcd3f980,T38,aileron_step,3,0,0,False
B_turbine_windmill_2db8e408,T38,aileron_step,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,aileron_step,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,aileron_step,1,1,13481,True
B2_wheel_spin_down_8a9fba1c,T38,aileron_step,4,4,35379,True
B2_sensor_fail_stuck_f543d634,T38,aileron_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,aileron_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,aileron_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,aileron_step,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,aileron_step,3,3,7887,True
B_pqrdot_5ad2694c,T38,rudder_doublet,5,1,3931,True
B_piston_power_bcd3f980,T38,rudder_doublet,3,0,0,False
B_turbine_windmill_2db8e408,T38,rudder_doublet,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,rudder_doublet,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,rudder_doublet,1,1,13481,True
B2_wheel_spin_down_8a9fba1c,T38,rudder_doublet,4,4,35379,True
B2_sensor_fail_stuck_f543d634,T38,rudder_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,rudder_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,rudder_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,rudder_doublet,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,rudder_doublet,3,3,7887,True
B_pqrdot_5ad2694c,T38,bank_hold,5,1,5731,True
B_piston_power_bcd3f980,T38,bank_hold,3,0,0,False
B_turbine_windmill_2db8e408,T38,bank_hold,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,bank_hold,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,bank_hold,1,1,17081,True
B2_wheel_spin_down_8a9fba1c,T38,bank_hold,4,4,51579,True
B2_sensor_fail_stuck_f543d634,T38,bank_hold,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,bank_hold,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,bank_hold,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,bank_hold,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,bank_hold,3,3,11487,True
B_pqrdot_5ad2694c,T38,flap_extend,5,1,5131,True
B_piston_power_bcd3f980,T38,flap_extend,3,0,0,False
B_turbine_windmill_2db8e408,T38,flap_extend,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,flap_extend,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,flap_extend,1,1,15881,True
B2_wheel_spin_down_8a9fba1c,T38,flap_extend,4,4,46179,True
B2_sensor_fail_stuck_f543d634,T38,flap_extend,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,flap_extend,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,flap_extend,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,flap_extend,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,flap_extend,3,3,10287,True
B_pqrdot_5ad2694c,T38,engine_cut,5,1,5131,True
B_piston_power_bcd3f980,T38,engine_cut,3,0,0,False
B_turbine_windmill_2db8e408,T38,engine_cut,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,engine_cut,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,engine_cut,1,1,15881,True
B2_wheel_spin_down_8a9fba1c,T38,engine_cut,4,4,46179,True
B2_sensor_fail_stuck_f543d634,T38,engine_cut,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,engine_cut,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,engine_cut,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,engine_cut,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,engine_cut,3,3,10287,True
B_pqrdot_5ad2694c,T38,climbing_turn,5,1,5731,True
B_piston_power_bcd3f980,T38,climbing_turn,3,0,0,False
B_turbine_windmill_2db8e408,T38,climbing_turn,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,climbing_turn,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,climbing_turn,1,1,17081,True
B2_wheel_spin_down_8a9fba1c,T38,climbing_turn,4,4,51579,True
B2_sensor_fail_stuck_f543d634,T38,climbing_turn,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,climbing_turn,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,climbing_turn,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,climbing_turn,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,climbing_turn,3,3,11487,True
B_pqrdot_5ad2694c,T38,elev_doublet_distractor,5,1,5131,True
B_piston_power_bcd3f980,T38,elev_doublet_distractor,3,0,0,False
B_turbine_windmill_2db8e408,T38,elev_doublet_distractor,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,elev_doublet_distractor,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,elev_doublet_distractor,1,1,15881,True
B2_wheel_spin_down_8a9fba1c,T38,elev_doublet_distractor,4,4,46179,True
B2_sensor_fail_stuck_f543d634,T38,elev_doublet_distractor,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,elev_doublet_distractor,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,elev_doublet_distractor,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,elev_doublet_distractor,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,elev_doublet_distractor,3,3,10287,True
B_pqrdot_5ad2694c,T38,engine_restart,5,1,7531,True
B_piston_power_bcd3f980,T38,engine_restart,3,0,0,False
B_turbine_windmill_2db8e408,T38,engine_restart,2,2,2185,True
B2_turbine_throttle_init_c8af9244,T38,engine_restart,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,engine_restart,1,1,20681,True
B2_wheel_spin_down_8a9fba1c,T38,engine_restart,4,4,67779,True
B2_sensor_fail_stuck_f543d634,T38,engine_restart,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,engine_restart,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,engine_restart,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,engine_restart,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,engine_restart,3,3,15087,True
B_pqrdot_5ad2694c,T38,engine_stop,5,1,426,True
B_piston_power_bcd3f980,T38,engine_stop,3,0,0,False
B_turbine_windmill_2db8e408,T38,engine_stop,2,2,2,True
B2_turbine_throttle_init_c8af9244,T38,engine_stop,1,1,2,True
B2_turbine_thruster_inputs_20066483,T38,engine_stop,1,1,7932,True
B2_wheel_spin_down_8a9fba1c,T38,engine_stop,4,4,3834,True
B2_sensor_fail_stuck_f543d634,T38,engine_stop,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,T38,engine_stop,5,0,0,False
B2_load_factor_sign_c3fa7d22,T38,engine_stop,1,1,1,True
B2_propeller_inflow_angle_82cc3893,T38,engine_stop,1,0,0,False
B2_atmosphere_gradient_fadeout_05b709c8,T38,engine_stop,3,3,877,True
B_pqrdot_5ad2694c,c172p,cruise,5,1,7781,True
B_piston_power_bcd3f980,c172p,cruise,3,3,16780,True
B_turbine_windmill_2db8e408,c172p,cruise,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,cruise,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,cruise,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,cruise,4,4,54467,True
B2_sensor_fail_stuck_f543d634,c172p,cruise,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,cruise,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,cruise,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,cruise,1,1,16637,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,cruise,3,3,15587,True
B_pqrdot_5ad2694c,c172p,throttle_step,5,1,7789,True
B_piston_power_bcd3f980,c172p,throttle_step,3,3,16760,True
B_turbine_windmill_2db8e408,c172p,throttle_step,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,throttle_step,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,throttle_step,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,throttle_step,4,4,54523,True
B2_sensor_fail_stuck_f543d634,c172p,throttle_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,throttle_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,throttle_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,throttle_step,1,1,16617,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,throttle_step,3,3,15603,True
B_pqrdot_5ad2694c,c172p,elev_doublet,5,1,4185,True
B_piston_power_bcd3f980,c172p,elev_doublet,3,3,13155,True
B_turbine_windmill_2db8e408,c172p,elev_doublet,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,elev_doublet,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,elev_doublet,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,elev_doublet,4,4,29295,True
B2_sensor_fail_stuck_f543d634,c172p,elev_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,elev_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,elev_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,elev_doublet,1,1,13012,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,elev_doublet,3,3,8395,True
B_pqrdot_5ad2694c,c172p,elev_step,5,1,7785,True
B_piston_power_bcd3f980,c172p,elev_step,3,3,16753,True
B_turbine_windmill_2db8e408,c172p,elev_step,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,elev_step,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,elev_step,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,elev_step,4,4,54495,True
B2_sensor_fail_stuck_f543d634,c172p,elev_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,elev_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,elev_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,elev_step,1,1,16610,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,elev_step,3,3,15595,True
B_pqrdot_5ad2694c,c172p,aileron_step,5,1,4177,True
B_piston_power_bcd3f980,c172p,aileron_step,3,3,13175,True
B_turbine_windmill_2db8e408,c172p,aileron_step,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,aileron_step,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,aileron_step,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,aileron_step,4,4,29239,True
B2_sensor_fail_stuck_f543d634,c172p,aileron_step,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,aileron_step,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,aileron_step,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,aileron_step,1,1,13032,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,aileron_step,3,3,8379,True
B_pqrdot_5ad2694c,c172p,rudder_doublet,5,1,4185,True
B_piston_power_bcd3f980,c172p,rudder_doublet,3,3,13180,True
B_turbine_windmill_2db8e408,c172p,rudder_doublet,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,rudder_doublet,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,rudder_doublet,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,rudder_doublet,4,4,29295,True
B2_sensor_fail_stuck_f543d634,c172p,rudder_doublet,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,rudder_doublet,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,rudder_doublet,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,rudder_doublet,1,1,13037,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,rudder_doublet,3,3,8395,True
B_pqrdot_5ad2694c,c172p,bank_hold,5,1,5979,True
B_piston_power_bcd3f980,c172p,bank_hold,3,3,14977,True
B_turbine_windmill_2db8e408,c172p,bank_hold,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,bank_hold,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,bank_hold,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,bank_hold,4,4,41853,True
B2_sensor_fail_stuck_f543d634,c172p,bank_hold,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,bank_hold,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,bank_hold,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,bank_hold,1,1,14834,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,bank_hold,3,3,11983,True
B_pqrdot_5ad2694c,c172p,flap_extend,5,1,5385,True
B_piston_power_bcd3f980,c172p,flap_extend,3,3,14371,True
B_turbine_windmill_2db8e408,c172p,flap_extend,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,flap_extend,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,flap_extend,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,flap_extend,4,4,37695,True
B2_sensor_fail_stuck_f543d634,c172p,flap_extend,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,flap_extend,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,flap_extend,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,flap_extend,1,1,14228,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,flap_extend,3,3,10795,True
B_pqrdot_5ad2694c,c172p,engine_cut,5,1,576,True
B_piston_power_bcd3f980,c172p,engine_cut,3,3,9574,True
B_turbine_windmill_2db8e408,c172p,engine_cut,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,engine_cut,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,engine_cut,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,engine_cut,4,4,4032,True
B2_sensor_fail_stuck_f543d634,c172p,engine_cut,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,engine_cut,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,engine_cut,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,engine_cut,1,1,9431,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,engine_cut,3,3,1177,True
B_pqrdot_5ad2694c,c172p,climbing_turn,5,1,5991,True
B_piston_power_bcd3f980,c172p,climbing_turn,3,3,15096,True
B_turbine_windmill_2db8e408,c172p,climbing_turn,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,climbing_turn,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,climbing_turn,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,climbing_turn,4,4,41937,True
B2_sensor_fail_stuck_f543d634,c172p,climbing_turn,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,climbing_turn,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,climbing_turn,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,climbing_turn,1,1,14953,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,climbing_turn,3,3,12007,True
B_pqrdot_5ad2694c,c172p,elev_doublet_distractor,5,1,5393,True
B_piston_power_bcd3f980,c172p,elev_doublet_distractor,3,3,14502,True
B_turbine_windmill_2db8e408,c172p,elev_doublet_distractor,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,elev_doublet_distractor,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,elev_doublet_distractor,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,elev_doublet_distractor,4,4,37751,True
B2_sensor_fail_stuck_f543d634,c172p,elev_doublet_distractor,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,elev_doublet_distractor,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,elev_doublet_distractor,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,elev_doublet_distractor,1,1,14359,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,elev_doublet_distractor,3,3,10811,True
B_pqrdot_5ad2694c,c172p,engine_restart,5,1,584,True
B_piston_power_bcd3f980,c172p,engine_restart,3,3,9556,True
B_turbine_windmill_2db8e408,c172p,engine_restart,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,engine_restart,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,engine_restart,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,engine_restart,4,4,4088,True
B2_sensor_fail_stuck_f543d634,c172p,engine_restart,3,0,0,False
B2_atmosphere_high_altitude_61f1e8c3,c172p,engine_restart,5,0,0,False
B2_load_factor_sign_c3fa7d22,c172p,engine_restart,1,1,1,True
B2_propeller_inflow_angle_82cc3893,c172p,engine_restart,1,1,9413,True
B2_atmosphere_gradient_fadeout_05b709c8,c172p,engine_restart,3,3,1193,True
B_pqrdot_5ad2694c,c172p,engine_stop,5,1,5385,True
B_piston_power_bcd3f980,c172p,engine_stop,3,3,14364,True
B_turbine_windmill_2db8e408,c172p,engine_stop,2,0,0,False
B2_turbine_throttle_init_c8af9244,c172p,engine_stop,1,0,0,False
B2_turbine_thruster_inputs_20066483,c172p,engine_stop,1,0,0,False
B2_wheel_spin_down_8a9fba1c,c172p,engine_stop,4,4,37695,True
B2_sensor_fail_stuck_f543d634,c172p,engine_stop,3,0,0,False
