aircraft,manoeuvre,setting,fault,recall,precision,auc,base_score
737,elev_doublet,sig_K7,cmq_x0.5,0.0,,0.5726495726495726,0.7819842947749923
737,elev_doublet,sig_K7,cmalpha_x0.7,0.0,0.0,0.717948717948718,0.7819842947749923
737,elev_doublet,sig_K7,clo_+0.1,0.23076923076923078,0.75,0.5042735042735044,0.7819842947749923
737,elev_doublet,sig_leaf50,inertia_x1.6,0.09090909090909091,1.0,,0.6988749622470553
737,elev_doublet,sig_leaf50,cmq_x0.5,0.0,0.0,0.32478632478632485,0.6988749622470553
737,elev_doublet,sig_leaf50,cmalpha_x0.7,0.0,0.0,0.34615384615384615,0.6988749622470553
737,elev_doublet,sig_leaf50,clo_+0.1,0.23076923076923078,0.6,0.5299145299145299,0.6988749622470553
737,elev_doublet,sig_n10,inertia_x1.6,0.045454545454545456,1.0,,0.7377982482633647
737,elev_doublet,sig_n10,cmq_x0.5,0.07692307692307693,1.0,0.49572649572649574,0.7377982482633647
737,elev_doublet,sig_n10,cmalpha_x0.7,0.0,,0.5213675213675213,0.7377982482633647
737,elev_doublet,sig_n10,clo_+0.1,0.3076923076923077,0.8,0.5641025641025641,0.7377982482633647
737,elev_doublet,sig_lags_1,inertia_x1.6,0.09090909090909091,1.0,,0.7013742071881607
737,elev_doublet,sig_lags_1,cmq_x0.5,0.0,0.0,0.32478632478632485,0.7013742071881607
737,elev_doublet,sig_lags_1,cmalpha_x0.7,0.0,0.0,0.3333333333333333,0.7013742071881607
737,elev_doublet,sig_lags_1,clo_+0.1,0.23076923076923078,0.5,0.5555555555555556,0.7013742071881607
737,elev_doublet,sig_lags_long,inertia_x1.6,0.045454545454545456,1.0,,0.7070522500755059
737,elev_doublet,sig_lags_long,cmq_x0.5,0.0,0.0,0.32478632478632485,0.7070522500755059
737,elev_doublet,sig_lags_long,cmalpha_x0.7,0.0,0.0,0.5128205128205128,0.7070522500755059
737,elev_doublet,sig_lags_long,clo_+0.1,0.23076923076923078,0.6,0.5555555555555556,0.7070522500755059
737,elev_doublet,sig_equal_width,inertia_x1.6,0.045454545454545456,1.0,,0.5140893989731199
737,elev_doublet,sig_equal_width,cmq_x0.5,0.0,0.0,0.2735042735042736,0.5140893989731199
737,elev_doublet,sig_equal_width,cmalpha_x0.7,0.0,,0.37606837606837606,0.5140893989731199
737,elev_doublet,sig_equal_width,clo_+0.1,0.6923076923076923,0.8181818181818182,0.7179487179487181,0.5140893989731199
737,elev_doublet,sig_5hz,inertia_x1.6,0.045454545454545456,1.0,,0.7031306441902468
737,elev_doublet,sig_5hz,cmq_x0.5,0.0,0.0,0.45299145299145305,0.7031306441902468
737,elev_doublet,sig_5hz,cmalpha_x0.7,0.0,0.0,0.4017094017094017,0.7031306441902468
737,elev_doublet,sig_5hz,clo_+0.1,0.23076923076923078,0.6,0.5641025641025641,0.7031306441902468
737,elev_doublet,sig_2hz,inertia_x1.6,0.09090909090909091,1.0,,0.6960879284649776
737,elev_doublet,sig_2hz,cmq_x0.5,0.0,0.0,0.3162393162393163,0.6960879284649776
737,elev_doublet,sig_2hz,cmalpha_x0.7,0.0,0.0,0.3162393162393162,0.6960879284649776
737,elev_doublet,sig_2hz,clo_+0.1,0.23076923076923078,0.5,0.5726495726495726,0.6960879284649776
737,elev_step,det_n10,inertia_x1.6,0.0,,,5.042240270212491
737,elev_step,det_n10,cmq_x0.5,0.15384615384615385,1.0,0.7863247863247863,5.042240270212491
737,elev_step,det_n10,cmalpha_x0.7,0.23076923076923078,1.0,0.452991452991453,5.042240270212491
737,elev_step,det_n10,clo_+0.1,0.6923076923076923,0.8181818181818182,0.8717948717948718,5.042240270212491
737,elev_step,det_n20,inertia_x1.6,0.045454545454545456,1.0,,3.276569314595018
737,elev_step,det_n20,cmq_x0.5,0.15384615384615385,1.0,0.7094017094017094,3.276569314595018
737,elev_step,det_n20,cmalpha_x0.7,0.38461538461538464,1.0,0.5213675213675213,3.276569314595018
737,elev_step,det_n20,clo_+0.1,0.8461538461538461,1.0,0.9572649572649572,3.276569314595018
737,elev_step,det_n5,inertia_x1.6,0.09090909090909091,1.0,,7.3814704304600784
737,elev_step,det_n5,cmq_x0.5,0.23076923076923078,1.0,0.9914529914529914,7.3814704304600784
