fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p,n_correct_flags,n_flags,n_flags_on_changed,reach,revealed,revealed_any_change,flagged_without_change,qtg,signal_es1,condition
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,F80C,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2523495300939812,0,0,0,True,False,False,False,True,False,moderate turbulence
B_elevator_drag_8819410c,development,model,F80C,climbing_turn,10,10,0,False,True,1.6463116464616523,accelerations/udot-ft_sec2,1.3843224378013077,True,2.0,9.0,0.0001999600079984,2,7,7,True,True,True,False,False,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,F80C,climbing_turn,10,10,0,False,True,6.810977515488334e-05,accelerations/rdot-rad_sec2,6.467647958805543e-05,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,F80C,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1771645670865826,0,0,0,True,False,False,False,False,False,moderate turbulence
B_elevator_drag_8819410c,development,model,F80C,elev_doublet_distractor,10,10,0,False,True,1.3554401960222713,attitude/phi-rad,0.9050060267054691,False,0.0,5.0,0.0001999600079984,0,5,5,True,False,True,False,False,True,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,F80C,elev_doublet_distractor,10,10,0,False,True,4.720136418673623e-05,accelerations/rdot-rad_sec2,5.028676162588562e-05,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B_turbine_windmill_2db8e408,development,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,F80C,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0153969206158768,0,0,0,True,False,False,False,False,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,cruise,10,10,0,False,True,2.904856434198809e-05,accelerations/rdot-rad_sec2,3.403319500646596e-05,False,0.0,0.0,0.2339532093581283,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2339532093581283,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,throttle_step,10,10,0,False,True,4.100552771555658e-05,accelerations/qdot-rad_sec2,3.3639028532586634e-05,False,0.0,1.0,0.0105978804239152,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0105978804239152,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,elev_doublet,10,10,0,False,True,3.777729457771942e-05,accelerations/rdot-rad_sec2,3.499966217307144e-05,False,0.0,0.0,0.1173765246950609,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1173765246950609,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,elev_step,10,10,0,False,True,4.039060902621861e-05,accelerations/rdot-rad_sec2,3.4960688498344766e-05,False,0.0,0.0,0.3231353729254149,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3231353729254149,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,aileron_step,10,10,0,False,True,0.0001070973126725,accelerations/rdot-rad_sec2,9.044768094214314e-05,False,0.0,0.0,0.0643871225754849,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0643871225754849,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,rudder_doublet,10,10,0,False,True,4.766443910424501e-05,accelerations/pdot-rad_sec2,4.3003964652676974e-05,False,0.0,0.0,0.1715656868626274,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1715656868626274,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,bank_hold,10,10,0,False,True,0.0001007159913178,accelerations/rdot-rad_sec2,7.415100135436598e-05,False,0.0,0.0,0.0647870425914817,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0647870425914817,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,flap_extend,10,10,0,False,True,3.8959453969892925e-05,accelerations/rdot-rad_sec2,3.490609650491419e-05,False,0.0,0.0,0.0723855228954209,0,0,0,True,False,False,False,True,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,True,False,False,False,True,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,False,False,False,False,True,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0723855228954209,0,0,0,True,False,False,False,True,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,climbing_turn,10,10,0,False,True,9.022857270393236e-05,accelerations/rdot-rad_sec2,8.459582560638157e-05,False,0.0,0.0,0.3747250549890022,0,0,0,True,False,False,False,False,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,J3Cub,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3747250549890022,0,0,0,True,False,False,False,False,False,moderate turbulence
B_pqrdot_5ad2694c,development,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,True,6.488535611406525e-05,accelerations/rdot-rad_sec2,3.882006797534077e-05,False,0.0,0.0,0.0827834433113377,0,0,0,True,False,False,False,False,False,moderate turbulence
B_piston_power_bcd3f980,development,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,True,False,False,False,False,False,moderate turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,False,False,False,False,False,False,moderate turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,J3Cub,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0827834433113377,0,0,0,True,False,False,False,False,False,moderate turbulence
